unit,caste,land_unit,num_men,man_entity,armour,charge_bonus,melee_attack,melee_defence,morale,primary_melee_weapon,mass,hit_points,size,bonus_v_large,damage,ap_damage,melee_weapon_type,melee_attack_interval,armour_value
wh3_main_sla_mon_keeper_of_secrets_0,monster,wh3_main_sla_mon_keeper_of_secrets_0,1,wh3_main_monster_keeper_of_secrets,wh2_main_body_15,60,60,54,80,wh3_main_sla_keeper_of_secrets_sword,3500.0000,8,very_large,0,125,375,sword,4.0000,15
wh3_main_sla_mon_keeper_of_secrets_summoned_0,monster,wh3_main_sla_mon_keeper_of_secrets_summoned_0,1,wh3_main_monster_keeper_of_secrets,wh2_main_body_15,60,60,54,80,wh3_main_sla_keeper_of_secrets_sword,3500.0000,8,very_large,0,125,375,sword,4.0000,15
wh3_main_sla_mon_soul_grinder_0,monster,wh3_main_sla_mon_soul_grinder_0,1,wh3_main_monster_sla_soul_grinder_blood,wh2_main_heavy_metal_90,40,55,35,70,wh3_main_sla_soul_grinder,4000.0000,8,very_large,35,155,365,sword,4.0000,90
wh3_main_sla_mon_spawn_of_slaanesh_0,monstrous_infantry,wh3_main_sla_mon_spawn_of_slaanesh_0,16,wh3_main_monster_spawn_of_slaanesh_blood,wh2_main_body_10,35,36,28,100,wh3_main_sla_claws_chaos_spawn,1500.0000,8,large,0,120,50,sword,3.8000,10
wh3_main_sla_veh_exalted_seeker_chariot_0,chariot,wh3_main_sla_veh_exalted_seeker_chariot_0,2,wh_main_cavalry_rider_standard_blood,wh2_main_plate_70,75,34,32,70,wh3_main_sla_exalted_seeker_chariot,100.0000,8,medium,0,150,300,axe,4.0000,70
wh3_main_sla_veh_hellflayer_0,chariot,wh3_main_sla_veh_hellflayer_0,4,wh_main_cavalry_rider_standard_blood,wh2_main_plate_70,70,34,26,70,wh3_main_sla_hellflayer,100.0000,8,medium,0,20,45,axe,4.0000,70
wh3_main_sla_veh_seeker_chariot_0,chariot,wh3_main_sla_veh_seeker_chariot_0,8,wh_main_cavalry_rider_standard_blood,wh2_main_plate_70,60,28,26,60,wh3_main_sla_seeker_chariot,100.0000,8,medium,0,14,34,axe,4.0000,70
wh3_main_tze_cav_chaos_knights_0,melee_cavalry,wh3_main_tze_cav_chaos_knights_0,60,wh3_dlc20_chaos_knight_rider_blood,wh2_main_heavy_metal_120,44,42,50,75,wh3_main_tze_sword_chaos_knight,130.0000,8,small,0,37,16,sword,4.6000,120
wh3_main_tze_cav_doom_knights_0,monstrous_cavalry,wh3_main_tze_cav_doom_knights_0,24,wh3_main_cavalry_tze_disc_knight_blood,wh2_main_heavy_metal_120,52,44,36,80,wh3_main_tze_lance_doom_knight,1300.0000,8,medium,8,56,24,lance,4.0000,120
wh3_main_tze_cha_cultist_0,hero,wh3_main_tze_cha_cultist_0,1,wh3_main_infantry_cultist_tzeentch_blood_dismembers,wh2_main_leather_15,15,25,30,55,wh3_main_tze_staff_cultist,600.0000,8,small,0,200,85,sword,4.0000,15
wh3_main_tze_cha_cultist_1,hero,wh3_main_tze_cha_cultist_1,1,wh3_dlc20_cultist_rider_tzeentch_blood_dismembers,wh2_main_leather_45,30,25,30,55,wh3_main_tze_staff_cultist,600.0000,8,small,0,200,85,sword,4.0000,45
wh3_main_tze_cha_exalted_lord_of_change_metal_0,lord,wh3_main_tze_cha_exalted_lord_of_change_metal_0,1,wh3_main_tze_cha_exalted_lord_of_change,wh2_main_body_30,40,50,50,80,wh3_main_tze_exalted_lord_of_change_staff,3500.0000,8,very_large,0,135,315,axe,4.0000,30
wh3_main_tze_cha_exalted_lord_of_change_tzeentch_0,lord,wh3_main_tze_cha_exalted_lord_of_change_tzeentch_0,1,wh3_main_tze_cha_exalted_lord_of_change,wh2_main_body_30,40,50,50,80,wh3_main_tze_exalted_lord_of_change_staff,3500.0000,8,very_large,0,135,315,axe,4.0000,30
wh3_main_tze_cha_herald_of_tzeentch_metal_0,lord,wh3_main_tze_cha_herald_of_tzeentch_metal_0,1,wh3_main_tze_cha_horror_herald_blood,wh2_main_body_35,20,35,35,70,wh3_main_tze_herald_of_tzeentch,600.0000,8,small,0,250,125,sword,4.0000,35
wh3_main_tze_cha_herald_of_tzeentch_metal_1,lord,wh3_main_tze_cha_herald_of_tzeentch_metal_1,1,wh3_main_tze_herald_disc_blood,wh2_main_body_35,35,35,35,70,wh3_main_tze_herald_of_tzeentch,1300.0000,8,medium,0,250,125,sword,4.0000,35
wh3_main_tze_cha_herald_of_tzeentch_metal_2,lord,wh3_main_tze_cha_herald_of_tzeentch_metal_2,3,wh3_main_tze_cha_horror_herald_rider_blood,wh2_main_body_35,35,35,28,70,wh3_main_tze_burning_chariot_iridescent_horror,100.0000,8,small,0,125,275,sword,4.0000,35
wh3_main_tze_cha_herald_of_tzeentch_tzeentch_0,lord,wh3_main_tze_cha_herald_of_tzeentch_tzeentch_0,1,wh3_main_tze_cha_horror_herald_blood,wh2_main_body_35,20,35,35,70,wh3_main_tze_herald_of_tzeentch,600.0000,8,small,0,250,125,sword,4.0000,35
wh3_main_tze_cha_herald_of_tzeentch_tzeentch_1,lord,wh3_main_tze_cha_herald_of_tzeentch_tzeentch_1,1,wh3_main_tze_herald_disc_blood,wh2_main_body_35,35,35,35,70,wh3_main_tze_herald_of_tzeentch,1300.0000,8,medium,0,250,125,sword,4.0000,35
wh3_main_tze_cha_herald_of_tzeentch_tzeentch_2,lord,wh3_main_tze_cha_herald_of_tzeentch_tzeentch_2,3,wh3_main_tze_cha_horror_herald_rider_blood,wh2_main_body_35,35,35,28,70,wh3_main_tze_burning_chariot_iridescent_horror,100.0000,8,small,0,125,275,sword,4.0000,35
wh3_main_tze_cha_iridescent_horror_metal_0,hero,wh3_main_tze_cha_iridescent_horror_metal_0,1,wh3_main_tze_cha_horror_iridescent_blood,wh2_main_body_35,20,30,30,65,wh3_main_tze_iridescent_horror,500.0000,8,small,0,210,90,sword,4.0000,35
wh3_main_tze_cha_iridescent_horror_metal_1,hero,wh3_main_tze_cha_iridescent_horror_metal_1,1,wh3_main_tze_iridescent_horror_disc_blood,wh2_main_body_35,35,30,30,65,wh3_main_tze_iridescent_horror,1300.0000,8,medium,0,210,90,sword,4.0000,35
wh3_main_tze_cha_iridescent_horror_metal_2,hero,wh3_main_tze_cha_iridescent_horror_metal_2,3,wh3_main_tze_cha_iridescent_rider_blood,wh2_main_body_35,35,35,28,65,wh3_main_tze_burning_chariot_iridescent_horror,100.0000,8,small,0,125,275,sword,4.0000,35
wh3_main_tze_cha_iridescent_horror_tzeentch_0,hero,wh3_main_tze_cha_iridescent_horror_tzeentch_0,1,wh3_main_tze_cha_horror_iridescent_blood,wh2_main_body_35,20,30,30,65,wh3_main_tze_iridescent_horror,500.0000,8,small,0,210,90,sword,4.0000,35
wh3_main_tze_cha_iridescent_horror_tzeentch_1,hero,wh3_main_tze_cha_iridescent_horror_tzeentch_1,1,wh3_main_tze_iridescent_horror_disc_blood,wh2_main_body_35,35,30,30,65,wh3_main_tze_iridescent_horror,1300.0000,8,medium,0,210,90,sword,4.0000,35
wh3_main_tze_cha_iridescent_horror_tzeentch_2,hero,wh3_main_tze_cha_iridescent_horror_tzeentch_2,3,wh3_main_tze_cha_iridescent_rider_blood,wh2_main_body_35,35,35,28,65,wh3_main_tze_burning_chariot_iridescent_horror,100.0000,8,small,0,125,275,sword,4.0000,35
wh3_main_tze_cha_kairos_fateweaver_0,lord,wh3_main_tze_cha_kairos_fateweaver_0,1,wh3_main_tze_cha_kairos_fateweaver,wh2_main_body_50,20,35,20,85,wh3_main_tze_kairos_staff,3500.0000,8,very_large,0,125,295,axe,4.0000,50
wh3_main_tze_cha_kairos_fateweaver_custom_battle_0,lord,wh3_main_tze_cha_kairos_fateweaver_0,1,wh3_main_tze_cha_kairos_fateweaver,wh2_main_body_50,20,35,20,85,wh3_main_tze_kairos_staff,3500.0000,8,very_large,0,125,295,axe,4.0000,50
wh3_main_tze_inf_blue_horrors_0,missile_infantry,wh3_main_tze_inf_blue_horrors_0,160,wh3_main_tze_inf_blue_horror_blood_dismembers,wh2_main_body_5,10,20,22,50,wh3_main_tze_blue_horror,70.0000,8,small,0,21,3,sword,4.0000,5
wh3_main_tze_inf_blue_horrors_summoned_0,missile_infantry,wh3_main_tze_inf_blue_horrors_summoned_0,160,wh3_main_tze_inf_blue_horror_blood_dismembers,wh2_main_body_5,10,20,22,50,wh3_main_tze_blue_horror,70.0000,8,small,0,21,3,sword,4.0000,5
wh3_main_tze_inf_chaos_furies_0,monstrous_infantry,wh3_main_tze_inf_chaos_furies_0,60,wh3_main_infantry_tze_furies_blood,wh2_main_body_25,24,36,18,50,wh3_main_tze_furies_claws,250.0000,8,small,0,32,12,axe,4.0000,25
wh3_main_tze_inf_forsaken_0,melee_infantry,wh3_main_tze_inf_forsaken_0,80,wh_dlc01_chs_infantry_forsaken_blood_dismembers,wh2_main_body_85,36,32,20,70,wh3_main_tze_forsaken,230.0000,8,small,0,44,14,axe,4.3000,85
wh3_main_tze_inf_pink_horrors_0,missile_infantry,wh3_main_tze_inf_pink_horrors_0,80,wh3_main_tze_inf_pink_horror_blood_dismembers,wh2_main_body_25,12,22,26,70,wh3_main_tze_pink_horror,100.0000,8,small,0,20,8,sword,4.0000,25
wh3_main_tze_inf_pink_horrors_1,missile_infantry,wh3_main_tze_inf_pink_horrors_1,80,wh3_main_tze_inf_exalted_pink_horror_blood_dismembers,wh2_main_body_35,14,30,38,75,wh3_main_tze_exalted_pink_horror,130.0000,8,small,0,22,10,sword,4.0000,35
wh3_main_tze_inf_pink_horrors_summoned_0,missile_infantry,wh3_main_tze_inf_pink_horrors_summoned_0,80,wh3_main_tze_inf_pink_horror_blood_dismembers,wh2_main_body_25,12,22,26,70,wh3_main_tze_pink_horror,100.0000,8,small,0,20,8,sword,4.0000,25
wh3_main_tze_mon_exalted_flamers_0,monster,wh3_main_tze_mon_exalted_flamer_0,1,wh3_main_tze_mon_exalted_flamer,wh2_main_body_10,6,34,20,70,wh3_main_tze_exalted_flamer_flame,1400.0000,8,large,0,115,250,sword,4.0000,10
wh3_main_tze_mon_flamers_0,monstrous_infantry,wh3_main_tze_mon_flamers_0,12,wh3_main_tze_mon_flamer,wh2_main_body_10,8,28,12,60,wh3_main_tze_flamers_flame,700.0000,8,large,0,12,34,sword,4.0000,10
wh3_main_tze_mon_lord_of_change_0,monster,wh3_main_tze_mon_lord_of_change_0,1,wh_main_chs_lord_of_change_blood,wh2_main_body_30,35,45,45,75,wh3_main_tze_lord_of_change_staff,3500.0000,8,very_large,0,125,295,axe,4.0000,30
wh3_main_tze_mon_lord_of_change_summoned_0,monster,wh3_main_tze_mon_lord_of_change_summoned_0,1,wh_main_chs_lord_of_change_blood,wh2_main_body_30,35,45,45,75,wh3_main_tze_lord_of_change_staff,3500.0000,8,very_large,0,125,295,axe,4.0000,30
wh3_main_tze_mon_screamers_0,monstrous_infantry,wh3_main_tze_mon_screamers_0,16,wh3_main_tze_flying_screamer,wh2_main_body_30,22,26,22,60,w3h_main_tze_screamer,700.0000,8,medium,25,20,40,sword,4.0000,30
wh3_main_tze_mon_soul_grinder_0,missile_infantry,wh3_main_tze_mon_soul_grinder_0,1,wh3_main_monster_tze_soul_grinder_blood,wh2_main_heavy_metal_90,30,42,35,70,wh3_main_tze_soul_grinder,4000.0000,8,very_large,0,135,315,sword,4.0000,90
wh3_main_tze_mon_spawn_of_tzeentch_0,monstrous_infantry,wh3_main_tze_mon_spawn_of_tzeentch_0,16,wh3_main_monster_spawn_of_tzeentch_blood,wh2_main_body_10,35,36,28,100,wh3_main_tze_claws_chaos_spawn,1500.0000,8,large,0,120,50,sword,3.8000,10
wh3_main_tze_veh_burning_chariot_0,chariot,wh3_main_tze_veh_burning_chariot_0,1,wh3_main_tze_mon_exalted_flamer,wh2_main_body_20,35,35,28,70,wh3_main_tze_burning_chariot_exalted_flamer,1400.0000,8,large,0,125,275,sword,4.0000,20
wh3_main_vmp_blood_knights_sword_shield,melee_cavalry,wh3_main_vmp_blood_knights_sword_shield,60,wh_main_infantry_standard_large_blood,wh2_main_plate_110,48,36,54,65,wh3_main_vmp_blood_knight_sword,130.0000,8,small,0,35,19,sword,4.3000,110
wh3_main_vmp_inf_grave_guard_2,melee_infantry,wh3_main_vmp_inf_grave_guard_2,120,wh_main_infantry_slow_dismembers,wh2_main_plate_90,4,22,36,50,wh3_main_vmp_wightblade_grave_guard_halberd,100.0000,8,small,19,10,26,spear,4.3000,90
wh3_pro10_mom_qb_cha_daemon_prince,lord,wh3_pro10_tze_cha_daemon_prince_of_tzeentch,1,wh3_pro10_tze_cha_daemon_prince_of_tzeentch,wh2_main_body_10,40,30,25,70,wh3_main_dae_daemon_prince,4000.0000,8,very_large,0,180,270,sword,4.0000,10
wh3_pro10_tze_cha_cultist_0,hero,wh3_pro10_tze_cha_cultist_0,1,wh3_main_infantry_cultist_tzeentch_blood_dismembers,wh2_main_leather_15,15,25,30,55,wh3_main_tze_staff_cultist,600.0000,8,small,0,200,85,sword,4.0000,15
wh3_pro11_chs_cha_harald_hammerstorm,hero,wh3_pro11_chs_cha_harald_hammerstorm,1,wh3_pro11_chs_cha_harry_the_hammer,wh2_main_heavy_metal_120,40,70,50,80,wh3_pro11_chs_cha_harald_hammerstorm,1000.0000,8,small,0,150,300,axe,4.0000,120
wh3_pro12_kho_cha_karanak,hero,wh3_pro12_kho_cha_karanak,1,wh3_pro12_kho_cha_karanak,wh2_main_leather_50,50,55,45,80,wh3_pro12_kho_cha_karanak,1500.0000,8,large,0,380,200,sword,4.0000,50
wh3_pro12_kho_inf_flesh_hounds_of_khorne_summoned,war_beast,wh3_pro12_kho_inf_flesh_hounds_of_khorne_summoned,32,wh3_main_kho_mon_flesh_hound_blood,wh2_main_leather_30,46,36,26,60,wh3_main_kho_flesh_hounds,450.0000,8,medium,0,38,20,sword,4.0000,30
wh3_prologue_test_general,lord,wh3_prologue_test_general_0,1,wh_main_infantry_standard_hero_blood_dismembers,wh2_main_plate_85,40,55,45,70,wh_main_emp_sword_hero_general,600.0000,8,small,0,290,140,sword,4.0000,85
wh3_survival_dae_cha_be_lakor_01,lord,wh3_survival_dae_cha_be_lakor_01,1,wh3_main_dae_cha_be_lakor,wh2_main_body_45,65,75,60,90,wh3_main_dae_belakor_sword_survival,4000.0000,8,very_large,0,275,475,sword,4.0000,45
wh3_survival_dae_cha_be_lakor_02,lord,wh3_survival_dae_cha_be_lakor_02,1,wh3_main_dae_cha_be_lakor,wh2_main_body_45,55,70,55,90,wh3_main_dae_belakor_sword_survival,4000.0000,8,very_large,0,275,475,sword,4.0000,45
wh3_survival_kho_cha_bloodreaper,hero,wh3_survival_kho_cha_bloodreaper,1,wh3_main_kho_cha_bloodreaper_hero_blood_dismembers,wh2_main_heavy_metal_110,50,35,20,65,wh3_main_kho_blood_throne_bloodreaper,1000.0000,8,small,0,110,245,axe,4.6000,110
wh3_survival_kho_cha_daemon_prince_of_khorne,lord,wh3_survival_kho_cha_daemon_prince_of_khorne,1,wh3_main_dae_cha_daemon_prince_generic,wh2_main_body_10,40,30,25,70,wh3_main_dae_daemon_prince_survival,4000.0000,8,very_large,0,300,300,sword,4.0000,10
wh3_survival_kho_cha_exalted_bloodthirster,lord,wh3_survival_kho_cha_exalted_bloodthirster,1,wh3_main_kho_cha_exalted_bloodthirster,wh2_main_heavy_metal_90,55,70,46,80,wh3_main_kho_exalted_bloodthirster_axe,4000.0000,8,very_large,0,175,405,axe,4.0000,90
wh3_survival_kho_cha_exalted_bloodthirster_0,lord,wh3_survival_kho_cha_exalted_bloodthirster_0,1,wh3_main_kho_cha_exalted_bloodthirster,wh2_main_heavy_metal_90,55,70,52,80,wh3_main_kho_exalted_bloodthirster_axe,4000.0000,8,very_large,0,175,405,axe,4.0000,90
wh3_survival_nur_cha_daemon_prince_of_nurgle,lord,wh3_survival_nur_cha_daemon_prince_of_nurgle,1,wh3_main_dae_cha_daemon_prince_generic,wh2_main_body_10,40,30,25,70,wh3_main_dae_daemon_prince_survival,4000.0000,8,very_large,0,300,300,sword,4.0000,10
wh3_survival_nur_cha_exalted_great_unclean_one_nurgle,lord,wh3_survival_nur_cha_exalted_great_unclean_one_nurgle,1,wh3_main_monster_exalted_great_unclean_one,wh2_main_body_50,20,60,50,80,wh3_main_exalted_great_unclean_one,7000.0000,8,very_large,0,165,385,axe,4.0000,50
wh3_survival_nur_cha_exalted_great_unclean_one_nurgle_0,lord,wh3_survival_nur_cha_exalted_great_unclean_one_nurgle_01,1,wh3_main_monster_exalted_great_unclean_one,wh2_main_body_50,20,60,50,80,wh3_main_exalted_great_unclean_one,7000.0000,8,very_large,0,165,385,axe,4.0000,50
wh3_survival_nur_cha_plagueridden_death,hero,wh3_survival_nur_cha_plagueridden_death,1,wh3_main_nur_inf_plagueridden_hero_blood_dismembers,wh2_main_body_50,28,40,47,65,wh3_main_nur_rotfly_plagueridden,1000.0000,8,small,0,125,295,sword,4.6000,50
wh3_survival_sla_cha_alluress_shadow,hero,wh3_survival_sla_cha_alluress_shadow,2,wh3_main_sla_cha_alluress_blood_dismembers,wh2_main_plate_70,80,36,32,65,wh3_main_sla_exalted_seeker_chariot_alluress,500.0000,8,small,0,150,325,axe,4.0000,70
wh3_survival_sla_cha_daemon_prince_of_slaanesh,lord,wh3_survival_sla_cha_daemon_prince_of_slaanesh,1,wh3_main_dae_cha_daemon_prince_generic,wh2_main_body_10,40,30,25,70,wh3_main_dae_daemon_prince_survival,4000.0000,8,very_large,0,300,300,sword,4.0000,10
wh3_survival_sla_cha_exalted_keeper_of_secrets_slaanesh,lord,wh3_survival_sla_cha_exalted_keeper_of_secrets_slaanesh,1,wh3_main_monster_exalted_keeper_of_secrets,wh2_main_body_15,60,50,60,80,wh3_main_sla_exalted_keeper_of_secrets_spear,4000.0000,8,very_large,25,135,395,spear,4.0000,15
wh3_survival_tze_cha_daemon_prince_of_tzeentch,lord,wh3_survival_tze_cha_daemon_prince_of_tzeentch,1,wh3_main_dae_cha_daemon_prince_generic,wh2_main_body_10,40,30,25,70,wh3_main_dae_daemon_prince_survival,4000.0000,8,very_large,0,300,300,sword,4.0000,10
wh3_survival_tze_cha_exalted_lord_of_change_tzeentch,lord,wh3_survival_tze_cha_exalted_lord_of_change_tzeentch,1,wh3_main_tze_cha_exalted_lord_of_change,wh2_main_body_30,40,50,50,80,wh3_main_tze_exalted_lord_of_change_staff,3500.0000,8,very_large,0,135,315,axe,4.0000,30
wh3_survival_tze_cha_iridescent_horror_metal,hero,wh3_survival_tze_cha_iridescent_horror_metal,1,wh3_main_tze_cha_iridescent_rider_blood,wh2_main_body_35,35,35,28,65,wh3_main_tze_burning_chariot_iridescent_horror,100.0000,8,small,0,125,275,sword,4.0000,35
wh3_twa06_cth_inf_dragon_guard_ror_0,melee_infantry,wh3_twa06_cth_inf_dragon_guard_ror_0,100,wh3_twa06_cth_infantry_dragon_guard_ror,wh2_main_chainmail_95,10,43,53,82,wh3_twa06_cth_dragon_guard_halberd_ror,125.0000,8,small,20,11,25,spear,4.4000,95
wh3_twa06_kho_inf_bloodletters_ror_0,melee_infantry,wh3_twa06_kho_inf_bloodletters_ror_0,100,wh3_main_kho_inf_bloodletter_blood_dismembers_exalted,wh2_main_body_60,36,52,43,90,wh3_main_kho_exalted_bloodletters_helblade,150.0000,8,small,0,13,31,sword,4.8000,60
wh3_twa06_ksl_inf_tzar_guard_ror_0,melee_infantry,wh3_twa06_ksl_inf_tzar_guard_ror_0,80,wh3_twa06_ksl_inf_tzar_guard_ror,wh2_main_plate_90,22,50,45,85,wh3_twa06_ksl_tzar_guard_greatsword_ror,150.0000,8,small,0,15,27,sword,4.3000,90
wh3_twa06_nur_inf_plaguebearers_ror_0,melee_infantry,wh3_twa06_nur_inf_plaguebearers_ror_0,100,wh3_main_nur_inf_plaguebearer_exalted_blood_dismembers,wh2_main_body_35,8,48,50,90,wh3_main_nur_plaguesword_exalted,175.0000,8,small,0,34,18,sword,3.4000,35
wh3_twa06_ogr_inf_maneaters_ror_0,monstrous_infantry,wh3_twa06_ogr_inf_maneaters_ror_0,16,wh3_main_ogr_monster_ogre_maneater_blood,wh2_main_body_40,50,50,52,90,wh3_main_ogr_maneater_sword,1700.0000,8,large,0,33,77,sword,3.8000,40
wh3_twa06_sla_inf_daemonette_ror_0,melee_infantry,wh3_twa06_sla_inf_daemonette_ror_0,100,wh3_main_sla_inf_daemonette_blood_dismembers,wh2_main_body_15,35,59,54,90,wh3_twa06_sla_daemonette_exalted_claws_ror,80.0000,8,small,0,15,35,axe,4.0000,15
wh3_twa06_tze_inf_pink_horrors_ror_0,missile_infantry,wh3_twa06_tze_inf_pink_horrors_ror_0,80,wh3_main_tze_inf_pink_horror_blood_dismembers,wh2_main_body_35,14,38,48,85,wh3_main_tze_exalted_pink_horror,100.0000,8,small,0,22,10,sword,4.0000,35
wh3_twa07_cth_cav_jade_longma_riders_ror_0,monstrous_cavalry,wh3_twa07_cth_cav_jade_longma_riders_ror_0,24,wh_main_cavalry_rider_standard_blood,wh2_main_chainmail_110,75,45,43,82,wh3_twa07_cth_longma_rider_lance_ror,100.0000,8,medium,0,20,45,lance,4.7000,110
wh3_twa07_kho_cav_bloodcrushers_ror_0,monstrous_cavalry,wh3_twa07_kho_cav_bloodcrushers_ror_0,32,wh_main_cavalry_rider_standard_blood,wh2_main_heavy_metal_100,55,50,43,85,wh3_twa07_kho_bloodcrusher_ror_0,100.0000,8,medium,0,18,42,sword,4.0000,100
wh3_twa07_ksl_cav_war_bear_riders_ror_0,monstrous_cavalry,wh3_twa07_ksl_cav_war_bear_riders_ror_0,16,wh_main_war_beast_rider_standard_blood,wh2_main_plate_100,44,57,43,80,wh3_twa07_ksl_bear_glaive_ror,100.0000,8,medium,23,33,77,lance,4.0000,100
wh3_twa07_nur_cav_pox_riders_of_nurgle_ror_0,monstrous_cavalry,wh3_twa07_nur_cav_pox_riders_of_nurgle_ror_0,24,wh3_main_nur_inf_plaguebearer_rider_blood,wh2_main_leather_80,36,45,45,85,wh3_main_nur_pox_rider_maw,200.0000,8,small,0,31,33,sword,4.0000,80
wh3_twa07_ogr_cav_crushers_ror_0,monstrous_cavalry,wh3_twa07_ogr_cav_crushers_ror_0,12,wh3_main_ogr_monster_ogre_blood,wh2_main_heavy_metal_120,80,54,38,80,wh3_main_ogr_ogre_crusher_great_weapon_ror,1500.0000,8,large,30,44,100,sword,3.2000,120
wh3_twa07_sla_cav_heartseekers_of_slaanesh_ror_0,melee_cavalry,wh3_twa07_sla_cav_heartseekers_of_slaanesh_ror_0,60,wh_main_cavalry_rider_standard_blood,wh2_main_body_15,50,54,48,80,wh3_main_sla_heartseekers_claws,100.0000,8,medium,0,14,38,axe,4.0000,15
wh3_twa07_tze_cav_doom_knights_ror_0,monstrous_cavalry,wh3_twa07_tze_cav_doom_knights_ror_0,24,wh3_main_cavalry_tze_disc_knight_blood,wh2_main_heavy_metal_120,52,54,45,90,wh3_twa07_tze_lance_doom_knight_ror,1300.0000,8,medium,8,56,24,lance,4.0000,120
wh3_twa08_cth_mon_terracotta_sentinel_0_ror,monster,wh3_twa08_cth_mon_terracotta_sentinel_0_ror,1,wh3_main_cth_terracotta_sentinel_ror,wh2_main_body_100,40,78,38,95,wh3_main_cth_terracotta_sentinel,6500.0000,8,very_large,0,160,470,spear,4.0000,100
wh3_twa08_kho_mon_bloodthirster_0_ror,monster,wh3_twa08_kho_mon_bloodthirster_0_ror,1,wh3_twa08_kho_mon_bloodthirster_ror,wh2_main_body_70,55,73,54,90,wh3_main_kho_bloodthirster_axe,4000.0000,8,very_large,35,160,380,axe,4.0000,70
wh3_twa08_ksl_mon_elemental_bear_0_ror,monster,wh3_twa08_ksl_mon_elemental_bear_0_ror,1,wh3_main_ksl_mon_elemental_bear,wh2_main_body_90,25,61,43,100,wh3_main_ksl_elemental_bear,9000.0000,8,very_large,0,150,450,axe,4.0000,90
wh3_twa08_nur_mon_great_unclean_one_0_ror,monster,wh3_twa08_nur_mon_great_unclean_one_0_ror,1,wh3_main_monster_great_unclean_one,wh2_main_body_50,20,67,56,85,wh3_main_great_unclean_one,7000.0000,8,very_large,0,160,370,axe,4.0000,50
wh3_twa08_ogr_mon_stonehorn_0_ror,monster,wh3_twa08_ogr_mon_stonehorn_0_ror,1,wh3_main_stonehorn_ogre_mon_ror,wh2_main_body_110,70,54,41,75,wh3_twa08_ogr_mon_stonehorn_0_ror,1500.0000,8,large,0,140,340,axe,3.8000,110
wh3_twa08_sla_mon_keeper_of_secrets_0_ror,monster,wh3_twa08_sla_mon_keeper_of_secrets_0_ror,1,wh3_main_monster_keeper_of_secrets,wh2_main_body_15,60,73,66,90,wh3_main_sla_keeper_of_secrets_sword,3500.0000,8,very_large,0,125,375,sword,4.0000,15
wh3_twa08_tze_mon_lord_of_change_0_ror,monster,wh3_twa08_tze_mon_lord_of_change_0_ror,1,wh_main_chs_lord_of_change_blood_ror,wh2_main_body_90,35,56,56,85,wh3_main_tze_lord_of_change_staff,3500.0000,8,very_large,0,125,295,axe,4.0000,90
wh3_twa10_cth_inf_peasant_archers_ror,missile_infantry,wh3_twa10_cth_inf_peasant_archers_ror,120,wh3_main_cth_infantry_light_blood_dismembers,wh2_main_leather_15,12,27,31,55,wh3_main_cth_peasant_sword,90.0000,8,small,0,21,3,sword,4.3000,15
wh3_twa10_kho_inf_flesh_hounds_of_khorne_ror,war_beast,wh3_twa10_kho_inf_flesh_hounds_of_khorne_ror,32,wh3_main_kho_mon_flesh_hound_blood,wh2_main_leather_30,46,45,34,70,wh3_twa10_kho_flesh_hounds_ror,450.0000,8,medium,0,38,20,sword,4.0000,30
wh3_twa10_ksl_inf_armoured_kossars_ror,melee_infantry,wh3_twa10_ksl_inf_armoured_kossars_ror,100,wh3_main_ksl_inf_armoured_kossars,wh2_main_plate_80,26,41,40,75,wh3_twa10_ksl_armoured_kossar_ror_axe_dual,125.0000,8,small,0,36,12,axe,4.0000,80
wh3_twa10_nur_inf_nurglings_ror,melee_infantry,wh3_twa10_nur_inf_nurglings_ror,60,wh3_main_nur_swm_nurglings_blood_dismembers,wh_main_body_0,14,31,31,60,wh3_main_nur_nurglings,125.0000,8,small,0,24,4,axe,4.0000,0
wh3_twa10_ogr_inf_gnoblars_ror,missile_infantry,wh3_twa10_ogr_inf_gnoblars_ror,160,wh_main_grn_inf_night_goblin_blood_dismembers,wh2_main_leather_15,6,24,34,55,wh3_main_ogr_gnoblar_dual_sword_ror,90.0000,8,small,0,17,4,sword,4.0000,15
wh3_twa10_sla_inf_marauders_spears_ror,melee_infantry,wh3_twa10_sla_inf_marauders_spears_ror,120,wh3_main_sla_marauders_blood_dismembers,wh2_main_body_15,6,36,41,70,wh3_twa10_sla_marauders_ror_spear_claw,100.0000,8,small,15,20,5,spear,4.1000,15
wh3_twa10_tze_inf_blue_horrors_ror,missile_infantry,wh3_twa10_tze_inf_blue_horrors_ror,160,wh3_main_tze_inf_blue_horror_blood_dismembers,wh2_main_body_5,10,27,29,60,wh3_main_tze_blue_horror,70.0000,8,small,0,21,3,sword,4.0000,5
wh_dlc01_chs_cav_gorebeast_chariot,chariot,wh_dlc01_chs_cav_gorebeast_chariot,8,wh_main_infantry_standard_large_blood,wh2_main_heavy_metal_130,80,30,32,70,wh_dlc01_chs_chariot_gorebeast,130.0000,8,small,0,26,44,axe,4.0000,130
wh_dlc01_chs_cha_chaos_lord_10,lord,wh_dlc01_chs_cha_chaos_lord_10,1,wh3_dlc20_chs_cha_lord_hero,wh2_main_body_80,60,54,45,75,wh_dlc01_chs_manticore_lord,1000.0000,8,small,0,320,170,axe,3.6000,80
